Time (s),Pump 1 (uL/min),Pump 2 (uL/min)
298.6666547,403.910615,396.089385
298.7499881,403.6501688,396.3498312
298.8333214,403.3896779,396.6103221
298.9166547,403.1291457,396.8708543
298.999988,402.8685755,397.1314245
299.0833214,402.6079703,397.3920297
299.1666547,402.3473333,397.6526667
299.249988,402.0866676,397.9133324
299.3333214,401.8259764,398.1740236
299.4166547,401.5652633,398.4347367
299.499988,401.3045304,398.6954696
299.5833214,401.0437823,398.9562177
299.6666547,400.7830212,399.2169788
299.749988,400.5222503,399.4777497
299.8333213,400.2614735,399.7385265
299.9166547,400.0006932,399.9993068
299.999988,400.0006932,399.9993068
300.0833213,399.7399133,400.2600867
300.1666547,399.4791361,400.5208639
300.249988,399.2183656,400.7816344
300.3333213,398.9576045,401.0423955
300.4166547,398.6968559,401.3031441
300.499988,398.4361235,401.5638765
300.5833213,398.1754104,401.8245896
300.6666546,397.9147192,402.0852808
300.749988,397.6540535,402.3459465
300.8333213,397.3934165,402.6065835
300.9166546,397.1328109,402.8671891
300.999988,396.8722406,403.1277594
301.0833213,396.6117089,403.3882911
301.1666546,396.351218,403.648782
301.249988,396.0907718,403.9092282
301.3333213,395.8303732,404.1696268
301.4166546,395.5700256,404.4299744
301.4999879,395.3097318,404.6902682
301.5833213,395.0494953,404.9505047
301.6666546,394.7893193,405.2106807
301.7499879,394.5292069,405.4707931
301.8333213,394.2691613,405.7308387
301.9166546,394.0091855,405.9908145
301.9999879,393.7492828,406.2507172
302.0833213,393.4894563,406.5105437
302.1666546,393.2297094,406.7702906
302.2499879,392.9700451,407.0299549
302.3333212,392.7104662,407.2895338
302.4166546,392.4509766,407.5490234
302.4999879,392.1915788,407.8084212
302.5833212,391.9322764,408.0677236
302.6666546,391.6730725,408.3269275
302.7499879,391.4139704,408.5860296
302.8333212,391.1549726,408.8450274
302.9166546,390.8960828,409.1039172
302.9999879,390.6373041,409.3626959
303.0833212,390.3786397,409.6213603
303.1666545,390.1200926,409.8799074
303.2499879,389.861666,410.138334
303.3333212,389.6033631,410.3966369
303.4166545,389.345187,410.654813
303.4999879,389.0871408,410.9128592
303.5833212,388.8292281,411.1707719
303.6666545,388.5714511,411.4285489
303.7499879,388.313814,411.686186
303.8333212,388.0563192,411.9436808
303.9166545,387.7989706,412.2010294
303.9999878,387.5417702,412.4582298
304.0833212,387.2847221,412.7152779
304.1666545,387.0278291,412.9721709
304.2499878,386.7710941,413.2289059
304.3333212,386.5145205,413.4854795
304.4166545,386.2581117,413.7418883
304.4999878,386.0018705,413.9981295
304.5833212,385.7458,414.2542
304.6666545,385.4899033,414.5100967
304.7499878,385.2341836,414.7658164
304.8333211,384.9786439,415.0213561
304.9166545,384.7232879,415.2767121
304.9999878,384.4681179,415.5318821
305.0833211,384.2131373,415.7868627
305.1666545,383.9583494,416.0416506
305.2499878,383.7037573,416.2962427
305.3333211,383.4493636,416.5506364
305.4166545,383.1951725,416.8048275
305.4999878,382.941186,417.058814
305.5833211,382.6874075,417.3125925
305.6666544,382.4338404,417.5661596
305.7499878,382.1804874,417.8195126
305.8333211,381.9273517,418.0726483
305.9166544,381.6744365,418.3255635
305.9999878,381.4217452,418.5782548
306.0833211,381.1692802,418.8307198
306.1666544,380.917045,419.082955
306.2499878,380.6650428,419.3349572
306.3333211,380.4132762,419.5867238
306.4166544,380.1617484,419.8382516
306.4999877,379.9104629,420.0895371
306.5833211,379.6594221,420.3405779
306.6666544,379.4086299,420.5913701
306.7499877,379.1580886,420.8419114
306.8333211,378.9078013,421.0921987
306.9166544,378.6577716,421.3422284
306.9999877,378.4080026,421.5919974
307.0833211,378.1584966,421.8415034
307.1666544,377.9092568,422.0907432
307.2499877,377.660287,422.339713
307.333321,377.4115892,422.5884108
307.4166544,377.1631674,422.8368326
307.4999877,376.9150238,423.0849762
307.583321,376.667162,423.332838
307.6666544,376.4195851,423.5804149
307.7499877,376.1722954,423.8277046
307.833321,375.9252964,424.0747036
307.9166544,375.6785913,424.3214087
307.9999877,375.4321828,424.5678172
308.083321,375.186074,424.813926
308.1666543,374.940268,425.059732
308.2499877,374.6947676,425.3052324
308.333321,374.4495759,425.5504241
308.4166543,374.2046955,425.7953045
308.4999877,373.96013,426.03987
308.583321,373.7158827,426.2841173
308.6666543,373.4719552,426.5280448
308.7499877,373.2283516,426.7716484
308.833321,372.9850751,427.0149249
308.9166543,372.7421274,427.2578726
308.9999876,372.4995125,427.5004875
309.083321,372.2572332,427.7427668
309.1666543,372.0152922,427.9847078
309.2499876,371.7736925,428.2263075
309.333321,371.5324373,428.4675627
309.4166543,371.2915293,428.7084707
309.4999876,371.0509713,428.9490287
309.583321,370.8107667,429.1892333
309.6666543,370.5709178,429.4290822
309.7499876,370.3314282,429.6685718
309.8333209,370.0923005,429.9076995
309.9166543,369.8535376,430.1464624
309.9999876,369.6151425,430.3848575
310.0833209,369.3771178,430.6228822
310.1666543,369.1394668,430.8605332
310.2499876,368.9021926,431.0978074
310.3333209,368.6652973,431.3347027
310.4166543,368.4287843,431.5712157
310.4999876,368.1926564,431.8073436
310.5833209,367.9569166,432.0430834
310.6666542,367.7215679,432.2784321
310.7499876,367.4866125,432.5133875
310.8333209,367.252054,432.747946
310.9166542,367.0178952,432.9821048
310.9999876,366.7841382,433.2158618
311.0833209,366.5507866,433.4492134
311.1666542,366.3178432,433.6821568
311.2499876,366.0853106,433.9146894
311.3333209,365.8531915,434.1468085
311.4166542,365.621489,434.378511
311.4999875,365.3902059,434.6097941
311.5833209,365.1593452,434.8406548
311.6666542,364.9289092,435.0710908
311.7499875,364.6989011,435.3010989
311.8333209,364.4693235,435.5306765
311.9166542,364.2401796,435.7598204
311.9999875,364.011472,435.988528
312.0833209,363.783203,436.216797
312.1666542,363.5553762,436.4446238
312.2499875,363.3279933,436.6720067
312.3333208,363.1010585,436.8989415
312.4166542,362.8745734,437.1254266
312.4999875,362.6485413,437.3514587
312.5833208,362.4229648,437.5770352
312.6666542,362.1978466,437.8021534
312.7499875,361.9731898,438.0268102
312.8333208,361.7489967,438.2510033
312.9166542,361.52527,438.47473
312.9999875,361.3020128,438.6979872
313.0833208,361.0792278,438.9207722
313.1666541,360.8569176,439.1430824
313.2499875,360.6350846,439.3649154
313.3333208,360.4137318,439.5862682
313.4166541,360.192862,439.807138
313.4999875,359.9724778,440.0275222
313.5833208,359.752582,440.247418
313.6666541,359.5331771,440.4668229
313.7499875,359.3142659,440.6857341
313.8333208,359.0958507,440.9041493
313.9166541,358.8779345,441.1220655
313.9999874,358.6605201,441.3394799
314.0833208,358.4436102,441.5563898
314.1666541,358.2272069,441.7727931
314.2499874,358.011313,441.988687
314.3333208,357.7959316,442.2040684
314.4166541,357.581065,442.418935
314.4999874,357.3667158,442.6332842
314.5833208,357.1528868,442.8471132
314.6666541,356.9395801,443.0604199
314.7499874,356.7267989,443.2732011
314.8333207,356.5145455,443.4854545
314.9166541,356.3028229,443.6971771
314.9999874,356.091633,443.908367
315.0833207,355.8809785,444.1190215
315.1666541,355.6708625,444.3291375
315.2499874,355.4612872,444.5387128
315.3333207,355.2522553,444.7477447
315.4166541,355.0437691,444.9562309
315.4999874,354.8358312,445.1641688
315.5833207,354.6284444,445.3715556
315.666654,354.4216113,445.5783887
315.7499874,354.2153338,445.7846662
315.8333207,354.0096148,445.9903852
315.916654,353.8044568,446.1955432
315.9999874,353.5998624,446.4001376
316.0833207,353.3958342,446.6041658
316.166654,353.1923746,446.8076254
316.2499874,352.9894857,447.0105143
316.3333207,352.7871702,447.2128298
316.416654,352.5854305,447.4145695
316.4999873,352.3842695,447.6157305
316.5833207,352.1836892,447.8163108
316.666654,351.9836921,448.0163079
316.7499873,351.784281,448.215719
316.8333207,351.5854577,448.4145423
316.916654,351.3872253,448.6127747
316.9999873,351.1895857,448.8104143
317.0833207,350.9925414,449.0074586
317.166654,350.7960952,449.2039048
317.2499873,350.6002488,449.3997512
317.3333206,350.4050055,449.5949945
317.416654,350.210367,449.789633
317.4999873,350.0163359,449.9836641
317.5833206,349.8229142,450.1770858
317.666654,349.6301048,450.3698952
317.7499873,349.4379101,450.5620899
317.8333206,349.2463319,450.7536681
317.916654,349.0553728,450.9446272
317.9999873,348.8650351,451.1349649
318.0833206,348.6753214,451.3246786
318.1666539,348.4862336,451.5137664
318.2499873,348.2977739,451.7022261
318.3333206,348.1099454,451.8900546
318.4166539,347.9227495,452.0772505
318.4999873,347.7361893,452.2638107
318.5833206,347.5502662,452.4497338
318.6666539,347.3649832,452.6350168
318.7499873,347.1803423,452.8196577
318.8333206,346.9963451,453.0036549
318.9166539,346.8129953,453.1870047
318.9999872,346.6302937,453.3697063
319.0833206,346.4482435,453.5517565
319.1666539,346.2668461,453.7331539
319.2499872,346.0861045,453.9138955
319.3333206,345.9060206,454.0939794
319.4166539,345.7265962,454.2734038
319.4999872,345.5478343,454.4521657
319.5833206,345.3697364,454.6302636
319.6666539,345.1923051,454.8076949
319.7499872,345.0155422,454.9844578
319.8333205,344.83945,455.16055
319.9166539,344.6640307,455.3359693
319.9999872,344.489286,455.510714
320.0833205,344.3152192,455.6847808
320.1666539,344.1418311,455.8581689
320.2499872,343.9691244,456.0308756
320.3333205,343.7971014,456.2028986
320.4166539,343.6257642,456.3742358
320.4999872,343.4551143,456.5448857
320.5833205,343.2851543,456.7148457
320.6666538,343.115886,456.884114
320.7499872,342.9473117,457.0526883
320.8333205,342.7794335,457.2205665
320.9166538,342.6122534,457.3877466
320.9999872,342.445773,457.554227
321.0833205,342.2799946,457.7200054
321.1666538,342.1149205,457.8850795
321.2499872,341.9505524,458.0494476
321.3333205,341.7868927,458.2131073
321.4166538,341.6239425,458.3760575
321.4999871,341.4617047,458.5382953
321.5833205,341.3001814,458.6998186
321.6666538,341.1393736,458.8606264
321.7499871,340.979284,459.020716
321.8333205,340.8199142,459.1800858
321.9166538,340.6612667,459.3387333
321.9999871,340.5033427,459.4966573
322.0833205,340.3461444,459.6538556
322.1666538,340.1896741,459.8103259
322.2499871,340.0339332,459.9660668
322.3333204,339.8789238,460.1210762
322.4166538,339.7246479,460.2753521
322.4999871,339.5711071,460.4288929
322.5833204,339.4183032,460.5816968
322.6666538,339.2662386,460.7337614
322.7499871,339.1149149,460.8850851
322.8333204,338.9643336,461.0356664
322.9166538,338.8144973,461.1855027
322.9999871,338.665407,461.334593
323.0833204,338.5170652,461.4829348
323.1666537,338.369473,461.630527
323.2499871,338.2226329,461.7773671
323.3333204,338.0765464,461.9234536
323.4166537,337.9312152,462.0687848
323.4999871,337.7866406,462.2133594
323.5833204,337.6428255,462.3571745
323.6666537,337.499771,462.500229
323.7499871,337.357479,462.642521
323.8333204,337.2159509,462.7840491
323.9166537,337.0751889,462.9248111
323.999987,336.9351942,463.0648058
324.0833204,336.7959688,463.2040312
324.1666537,336.6575144,463.3424856
324.249987,336.5198328,463.4801672
324.3333204,336.3829254,463.6170746
324.4166537,336.2467943,463.7532057
324.499987,336.1114405,463.8885595
324.5833204,335.9768662,464.0231338
324.6666537,335.8430733,464.1569267
324.749987,335.7100625,464.2899375
324.8333203,335.5778362,464.4221638
324.9166537,335.4463957,464.5536043
324.999987,335.3157423,464.6842577
325.0833203,335.1858783,464.8141217
325.1666537,335.0568051,464.9431949
325.249987,334.9285234,465.0714766
325.3333203,334.801036,465.198964
325.4166537,334.6743439,465.3256561
325.499987,334.5484487,465.4515513
325.5833203,334.4233519,465.5766481
325.6666536,334.2990547,465.7009453
325.749987,334.175559,465.824441
325.8333203,334.0528666,465.9471334
325.9166536,333.9309784,466.0690216
325.999987,333.8098965,466.1901035
326.0833203,333.6896215,466.3103785
326.1666536,333.5701556,466.4298444
326.249987,333.4515001,466.5484999
326.3333203,333.3336564,466.6663436
326.4166536,333.2166258,466.7833742
326.4999869,333.1004097,466.8995903
326.5833203,332.9850098,467.0149902
326.6666536,332.8704275,467.1295725
326.7499869,332.7566637,467.2433363
326.8333203,332.6437207,467.3562793
326.9166536,332.5315993,467.4684007
326.9999869,332.4203004,467.5796996
327.0833203,332.3098263,467.6901737
327.1666536,332.2001779,467.7998221
327.2499869,332.091356,467.908644
327.3333202,331.9833629,468.0166371
327.4166536,331.8761995,468.1238005
327.4999869,331.7698671,468.2301329
327.5833202,331.6643672,468.3356328
327.6666536,331.5597005,468.4402995
327.7499869,331.4558689,468.5441311
327.8333202,331.3528732,468.6471268
327.9166536,331.2507149,468.7492851
327.9999869,331.1493952,468.8506048
328.0833202,331.0489155,468.9510845
328.1666535,330.9492772,469.0507228
328.2499869,330.8504806,469.1495194
328.3333202,330.7525281,469.2474719
328.4166535,330.6554201,469.3445799
328.4999869,330.5591579,469.4408421
328.5833202,330.4637424,469.5362576
328.6666535,330.3691759,469.6308241
328.7499869,330.2754583,469.7245417
328.8333202,330.182591,469.817409
328.9166535,330.0905759,469.9094241
328.9999868,329.9994132,470.0005868
329.0833202,329.9091045,470.0908955
329.1666535,329.819651,470.180349
329.2499868,329.7310532,470.2689468
329.3333202,329.6433128,470.3566872
329.4166535,329.5564308,470.4435692
329.4999868,329.4704077,470.5295923
329.5833202,329.3852451,470.6147549
329.6666535,329.3009441,470.6990559
329.7499868,329.2175054,470.7824946
329.8333201,329.13493,470.86507
329.9166535,329.0532189,470.9467811
329.9999868,328.9723737,471.0276263
330.0833201,328.8923945,471.1076055
330.1666535,328.8132831,471.1867169
330.2499868,328.7350399,471.2649601
330.3333201,328.6576658,471.3423342
330.4166535,328.5811622,471.4188378
330.4999868,328.5055295,471.4944705
330.5833201,328.430769,471.569231
330.6666534,328.3568817,471.6431183
330.7499868,328.2838685,471.7161315
330.8333201,328.2117297,471.7882703
330.9166534,328.1404668,471.8595332
330.9999868,328.0700802,471.9299198
331.0833201,328.0005716,471.9994284
331.1666534,327.9319407,472.0680593
331.2499868,327.8641892,472.1358108
331.3333201,327.7973176,472.2026824
331.4166534,327.7313268,472.2686732
331.4999867,327.6662176,472.3337824
331.5833201,327.6019905,472.3980095
331.6666534,327.5386469,472.4613531
331.7499867,327.4761868,472.5238132
331.8333201,327.4146118,472.5853882
331.9166534,327.3539217,472.6460783
331.9999867,327.2941182,472.7058818
332.0833201,327.2352013,472.7647987
332.1666534,327.1771723,472.8228277
332.2499867,327.1200317,472.8799683
332.33332,327.0637799,472.9362201
332.4166534,327.0084174,472.9915826
332.4999867,326.953946,473.046054
332.58332,326.9003652,473.0996348
332.6666534,326.8476764,473.1523236
332.7499867,326.7958795,473.2041205
332.83332,326.7449759,473.2550241
332.9166534,326.6949657,473.3050343
332.9999867,326.6458497,473.3541503
333.08332,326.5976287,473.4023713
333.1666533,326.5503029,473.4496971
333.2499867,326.5038735,473.4961265
333.33332,326.4583402,473.5416598
333.4166533,326.4137041,473.5862959
333.4999867,326.3699654,473.6300346
333.58332,326.327125,473.672875
333.6666533,326.2851837,473.7148163
333.7499867,326.2441411,473.7558589
333.83332,326.2039985,473.7960015
333.9166533,326.1647559,473.8352441
333.9999866,326.1264138,473.8735862
334.08332,326.0889731,473.9110269
334.1666533,326.0524342,473.9475658
334.2499866,326.0167967,473.9832033
334.33332,325.9820624,474.0179376
334.4166533,325.9482303,474.0517697
334.4999866,325.9153019,474.0846981
334.58332,325.8832775,474.1167225
334.6666533,325.8521567,474.1478433
334.7499866,325.8219405,474.1780595
334.8333199,325.7926292,474.2073708
334.9166533,325.7642233,474.2357767
334.9999866,325.7367228,474.2632772
335.0833199,325.7101282,474.2898718
335.1666533,325.6844394,474.3155606
335.2499866,325.6596579,474.3403421
335.3333199,325.6357826,474.3642174
335.4166533,325.6128145,474.3871855
335.4999866,325.5907541,474.4092459
335.5833199,325.5696013,474.4303987
335.6666532,325.5493562,474.4506438
335.7499866,325.5300196,474.4699804
335.8333199,325.5115912,474.4884088
335.9166532,325.4940712,474.5059288
335.9999866,325.4774607,474.5225393
336.0833199,325.4617588,474.5382412
336.1666532,325.4469663,474.5530337
336.2499866,325.4330832,474.5669168
336.3333199,325.4201096,474.5798904
336.4166532,325.4080454,474.5919546
336.4999865,325.3968915,474.6031085
336.5833199,325.386648,474.613352
336.6666532,325.3773139,474.6226861
336.7499865,325.3688906,474.6311094
336.8333199,325.3613777,474.6386223
336.9166532,325.354775,474.645225
336.9999865,325.3490828,474.6509172
337.0833199,325.3443012,474.6556988
337.1666532,325.3404305,474.6595695
337.2499865,325.3374706,474.6625294
337.3333198,325.3354214,474.6645786
337.4166532,325.3342826,474.6657174
337.4999865,325.334055,474.665945
337.5833198,325.3347382,474.6652618
337.6666532,325.3363322,474.6636678
337.7499865,325.338837,474.661163
337.8333198,325.3422521,474.6577479
337.9166532,325.3465784,474.6534216
337.9999865,325.3518151,474.6481849
338.0833198,325.3579626,474.6420374
338.1666531,325.3650204,474.6349796
338.2499865,325.3729885,474.6270115
338.3333198,325.3818669,474.6181331
338.4166531,325.3916557,474.6083443
338.4999865,325.4023549,474.5976451
338.5833198,325.4139639,474.5860361
338.6666531,325.4264824,474.5735176
338.7499865,325.4399107,474.5600893
338.8333198,325.454249,474.545751
338.9166531,325.4694962,474.5305038
338.9999864,325.4856524,474.5143476
339.0833198,325.5027176,474.4972824
339.1666531,325.5206918,474.4793082
339.2499864,325.5395746,474.4604254
339.3333198,325.5593654,474.4406346
339.4166531,325.5800644,474.4199356
339.4999864,325.601671,474.398329
339.5833198,325.6241852,474.3758148
339.6666531,325.6476067,474.3523933
339.7499864,325.6719353,474.3280647
339.8333197,325.6971707,474.3028293
339.9166531,325.7233119,474.2766881
339.9999864,325.7503599,474.2496401
340.0833197,325.7783129,474.2216871
340.1666531,325.8071717,474.1928283
340.2499864,325.8369355,474.1630645
340.3333197,325.8676042,474.1323958
340.4166531,325.8991766,474.1008234
340.4999864,325.9316534,474.0683466
340.5833197,325.9650335,474.0349665
340.666653,325.9993167,474.0006833
340.7499864,326.0345026,473.9654974
340.8333197,326.0705908,473.9294092
340.916653,326.1075808,473.8924192
340.9999864,326.1454722,473.8545278
341.0833197,326.1842645,473.8157355
341.166653,326.2239573,473.7760427
341.2499864,326.2645497,473.7354503
341.3333197,326.3060421,473.6939579
341.416653,326.3484332,473.6515668
341.4999863,326.3917226,473.6082774
341.5833197,326.4359097,473.5640903
341.666653,326.4809946,473.5190054
341.7499863,326.526976,473.473024
341.8333197,326.5738538,473.4261462
341.916653,326.6216276,473.3783724
341.9999863,326.6702961,473.3297039
342.0833197,326.7198593,473.2801407
342.166653,326.7703162,473.2296838
342.2499863,326.8216664,473.1783336
342.3333196,326.873909,473.126091
342.416653,326.927044,473.072956
342.4999863,326.9810706,473.0189294
342.5833196,327.0359873,472.9640127
342.666653,327.0917942,472.9082058
342.7499863,327.1484909,472.8515091
342.8333196,327.2060759,472.7939241
342.916653,327.2645489,472.7354511
342.9999863,327.3239093,472.6760907
343.0833196,327.3841559,472.6158441
343.1666529,327.4452886,472.5547114
343.2499863,327.5073062,472.4926938
343.3333196,327.5702081,472.4297919
343.4166529,327.6339939,472.3660061
343.4999863,327.6986618,472.3013382
343.5833196,327.7642122,472.2357878
343.6666529,327.8306435,472.1693565
343.7499863,327.897955,472.102045
343.8333196,327.9661464,472.0338536
343.9166529,328.0352164,471.9647836
343.9999862,328.105164,471.894836
344.0833196,328.1759887,471.8240113
344.1666529,328.2476898,471.7523102
344.2499862,328.3202658,471.6797342
344.3333196,328.3937163,471.6062837
344.4166529,328.4680404,471.5319596
344.4999862,328.5432367,471.4567633
344.5833196,328.6193049,471.3806951
344.6666529,328.696244,471.303756
344.7499862,328.7740526,471.2259474
344.8333195,328.8527304,471.1472696
344.9166529,328.9322759,471.0677241
344.9999862,329.0126883,470.9873117
345.0833195,329.0939663,470.9060337
345.1666529,329.1761098,470.8238902
345.2499862,329.259117,470.740883
345.3333195,329.3429871,470.6570129
345.4166529,329.4277191,470.5722809
345.4999862,329.5133117,470.4866883
345.5833195,329.5997645,470.4002355
345.6666528,329.6870757,470.3129243
345.7499862,329.7752448,470.2247552
345.8333195,329.8642709,470.1357291
345.9166528,329.9541523,470.0458477
345.9999862,330.0448879,469.9551121
346.0833195,330.1364771,469.8635229
346.1666528,330.2289183,469.7710817
346.2499862,330.3222107,469.6777893
346.3333195,330.416353,469.583647
346.4166528,330.5113442,469.4886558
346.4999861,330.607183,469.392817
346.5833195,330.7038682,469.2961318
346.6666528,330.8013991,469.1986009
346.7499861,330.8997736,469.1002264
346.8333195,330.9989913,469.0010087
346.9166528,331.0990503,468.9009497
346.9999861,331.1999502,468.8000498
347.0833195,331.3016892,468.6983108
347.1666528,331.4042664,468.5957336
347.2499861,331.5076801,468.4923199
347.3333194,331.6119297,468.3880703
347.4166528,331.717013,468.282987
347.4999861,331.8229296,468.1770704
347.5833194,331.9296777,468.0703223
347.6666528,332.0372559,467.9627441
347.7499861,332.1456634,467.8543366
347.8333194,332.2548988,467.7451012
347.9166528,332.3649603,467.6350397
347.9999861,332.4758466,467.5241534
348.0833194,332.5875572,467.4124428
348.1666527,332.7000899,467.2999101
348.2499861,332.8134433,467.1865567
348.3333194,332.9276165,467.0723835
348.4166527,333.0426078,466.9573922
348.4999861,333.1584158,466.8415842
348.5833194,333.2750392,466.7249608
348.6666527,333.3924765,466.6075235
348.7499861,333.5107266,466.4892734
348.8333194,333.6297875,466.3702125
348.9166527,333.749658,466.250342
348.999986,333.8703366,466.1296634
349.0833194,333.9918221,466.0081779
349.1666527,334.1141123,465.8858877
349.249986,334.2372065,465.7627935
349.3333194,334.3611032,465.6388968
349.4166527,334.4858004,465.5141996
349.499986,334.6112964,465.3887036
349.5833194,334.7375907,465.2624093
349.6666527,334.8646807,465.1353193
349.749986,334.992565,465.007435
349.8333193,335.1212427,464.8787573
349.9166527,335.2507116,464.7492884
349.999986,335.3809702,464.6190298
350.0833193,335.5120174,464.4879826
350.1666527,335.6438513,464.3561487
350.249986,335.77647,464.22353
350.3333193,335.9098723,464.0901277
350.4166527,336.0440559,463.9559441
350.499986,336.17902,463.82098
350.5833193,336.3147626,463.6852374
350.6666526,336.4512821,463.5487179
350.749986,336.5885771,463.4114229
350.8333193,336.7266453,463.2733547
350.9166526,336.865485,463.134515
350.999986,337.0050952,462.9949048
351.0833193,337.1454738,462.8545262
351.1666526,337.2866193,462.7133807
351.249986,337.4285296,462.5714704
351.3333193,337.5712033,462.4287967
351.4166526,337.7146381,462.2853619
351.4999859,337.8588332,462.1411668
351.5833193,338.0037862,461.9962138
351.6666526,338.1494951,461.8505049
351.7499859,338.2959588,461.7040412
351.8333193,338.4431752,461.5568248
351.9166526,338.5911425,461.4088575
351.9999859,338.7398588,461.2601412
352.0833193,338.8893223,461.1106777
352.1666526,339.0395313,460.9604687
352.2499859,339.190484,460.809516
352.3333192,339.3421786,460.6578214
352.4166526,339.4946129,460.5053871
352.4999859,339.6477854,460.3522146
352.5833192,339.801694,460.198306
352.6666526,339.9563369,460.0436631
352.7499859,340.1117123,459.8882877
352.8333192,340.2678183,459.7321817
352.9166526,340.4246528,459.5753472
352.9999859,340.582214,459.417786
353.0833192,340.7405,459.2595
353.1666525,340.8995091,459.1004909
353.2499859,341.059239,458.940761
353.3333192,341.2196879,458.7803121
353.4166525,341.3808537,458.6191463
353.4999859,341.5427345,458.4572655
353.5833192,341.7053284,458.2946716
353.6666525,341.8686339,458.1313661
353.7499859,342.032648,457.967352
353.8333192,342.1973695,457.8026305
353.9166525,342.3627958,457.6372042
353.9999858,342.5289254,457.4710746
354.0833192,342.6957561,457.3042439
354.1666525,342.8632857,457.1367143
354.2499858,343.0315119,456.9684881
354.3333192,343.2004335,456.7995665
354.4166525,343.3700481,456.6299519
354.4999858,343.540353,456.459647
354.5833192,343.711347,456.288653
354.6666525,343.8830273,456.1169727
354.7499858,344.0553926,455.9446074
354.8333191,344.2284403,455.7715597
354.9166525,344.4021679,455.5978321
354.9999858,344.5765739,455.4234261
355.0833191,344.7516559,455.2483441
355.1666525,344.9274121,455.0725879
355.2499858,345.1038399,454.8961601
355.3333191,345.2809374,454.7190626
355.4166525,345.458702,454.541298
355.4999858,345.6371324,454.3628676
355.5833191,345.8162257,454.1837743
355.6666524,345.9959804,454.0040196
355.7499858,346.1763931,453.8236069
355.8333191,346.357463,453.642537
355.9166524,346.5391871,453.4608129
355.9999858,346.7215629,453.2784371
356.0833191,346.9045893,453.0954107
356.1666524,347.088263,452.911737
356.2499858,347.2725823,452.7274177
356.3333191,347.4575445,452.5424555
356.4166524,347.6431478,452.3568522
356.4999857,347.8293899,452.1706101
356.5833191,348.0162682,451.9837318
356.6666524,348.2037808,451.7962192
356.7499857,348.3919251,451.6080749
356.8333191,348.5806989,451.4193011
356.9166524,348.7701003,451.2298997
356.9999857,348.9601262,451.0398738
357.0833191,349.1507748,450.8492252
357.1666524,349.3420435,450.6579565
357.2499857,349.5339304,450.4660696
357.333319,349.7264329,450.2735671
357.4166524,349.9195487,450.0804513
357.4999857,350.1132755,449.8867245
357.583319,350.3076103,449.6923897
357.6666524,350.5025517,449.4974483
357.7499857,350.698097,449.301903
357.833319,350.8942435,449.1057565
357.9166524,351.0909889,448.9090111
357.9999857,351.2883311,448.7116689
358.083319,351.4862674,448.5137326
358.1666523,351.6847955,448.3152045
358.2499857,351.8839131,448.1160869
358.333319,352.0836176,447.9163824
358.4166523,352.2839063,447.7160937
358.4999857,352.4847774,447.5152226
358.583319,352.6862282,447.3137718
358.6666523,352.8882561,447.1117439
358.7499857,353.0908582,446.9091418
358.833319,353.294033,446.705967
358.9166523,353.4977775,446.5022225
358.9999856,353.7020893,446.2979107
359.083319,353.9069655,446.0930345
359.1666523,354.1124044,445.8875956
359.2499856,354.3184029,445.6815971
359.333319,354.5249587,445.4750413
359.4166523,354.7320691,445.2679309
359.4999856,354.9397314,445.0602686
359.583319,355.1479439,444.8520561
359.6666523,355.3567034,444.6432966
359.7499856,355.5660072,444.4339928
359.8333189,355.7758531,444.2241469
359.9166523,355.9862388,444.0137612
359.9999856,356.1971612,443.8028388
360.0833189,356.4086177,443.5913823
360.1666523,356.6206063,443.3793937
360.2499856,356.8331236,443.1668764
360.3333189,357.0461678,442.9538322
360.4166523,357.2597361,442.7402639
360.4999856,357.4738255,442.5261745
360.5833189,357.688434,442.311566
360.6666522,357.9035583,442.0964417
360.7499856,358.1191964,441.8808036
360.8333189,358.3353452,441.6646548
360.9166522,358.552002,441.447998
360.9999856,358.7691646,441.2308354
361.0833189,358.9868303,441.0131697
361.1666522,359.204996,440.795004
361.2499856,359.4236595,440.5763405
361.3333189,359.6428179,440.3571821
361.4166522,359.8624687,440.1375313
361.4999855,360.0826092,439.9173908
361.5833189,360.3032367,439.6967633
361.6666522,360.524348,439.475652
361.7499855,360.7459413,439.2540587
361.8333189,360.9680131,439.0319869
361.9166522,361.1905612,438.8094388
361.9999855,361.4135827,438.5864173
362.0833189,361.6370751,438.3629249
362.1666522,361.8610353,438.1389647
362.2499855,362.0854604,437.9145396
362.3333188,362.3103484,437.6896516
362.4166522,362.5356959,437.4643041
362.4999855,362.7615005,437.2384995
362.5833188,362.9877597,437.0122403
362.6666522,363.2144701,436.7855299
362.7499855,363.441629,436.558371
362.8333188,363.669234,436.330766
362.9166522,363.8972822,436.1027178
362.9999855,364.1257711,435.8742289
363.0833188,364.3546973,435.6453027
363.1666521,364.5840586,435.4159414
363.2499855,364.8138516,435.1861484
363.3333188,365.0440739,434.9559261
363.4166521,365.2747227,434.7252773
363.4999855,365.5057948,434.4942052
363.5833188,365.7372881,434.2627119
363.6666521,365.9691988,434.0308012
363.7499855,366.2015254,433.7984746
363.8333188,366.4342636,433.5657364
363.9166521,366.6674118,433.3325882
363.9999854,366.9009663,433.0990337
364.0833188,367.1349244,432.8650756
364.1666521,367.3692835,432.6307165
364.2499854,367.6040409,432.3959591
364.3333188,367.8391934,432.1608066
