Time (s),Pump 1 (uL/min),Pump 2 (uL/min)
121.0833285,469.8187953,330.1812047
121.1666618,469.7259285,330.2740715
121.2499952,469.6322109,330.3677891
121.3333285,469.537644,330.462356
121.4166618,469.4422289,330.5577711
121.4999951,469.3459667,330.6540333
121.5833285,469.2488587,330.7511413
121.6666618,469.1509057,330.8490943
121.7499951,469.0521096,330.9478904
121.8333285,468.9524708,331.0475292
121.9166618,468.8519912,331.1480088
121.9999951,468.7506715,331.2493285
122.0833285,468.6485136,331.3514864
122.1666618,468.545518,331.454482
122.2499951,468.4416863,331.5583137
122.3333284,468.3370196,331.6629804
122.4166618,468.2315197,331.7684803
122.4999951,468.1251869,331.8748131
122.5833284,468.0180235,331.9819765
122.6666618,467.9100304,332.0899696
122.7499951,467.801209,332.198791
122.8333284,467.6915605,332.3084395
122.9166618,467.5810864,332.4189136
122.9999951,467.4697875,332.5302125
123.0833284,467.3576661,332.6423339
123.1666617,467.2447226,332.7552774
123.2499951,467.1309593,332.8690407
123.3333284,467.0163766,332.9836234
123.4166617,466.9009772,333.0990228
123.4999951,466.784761,333.215239
123.5833284,466.6677304,333.3322696
123.6666617,466.5498867,333.4501133
123.7499951,466.4312312,333.5687688
123.8333284,466.3117653,333.6882347
123.9166617,466.1914903,333.8085097
123.999995,466.070408,333.929592
124.0833284,465.9485202,334.0514798
124.1666617,465.8258273,334.1741727
124.249995,465.7023321,334.2976679
124.3333284,465.5780349,334.4219651
124.4166617,465.4529381,334.5470619
124.499995,465.3270429,334.6729571
124.5833284,465.2003503,334.7996497
124.6666617,465.072863,334.927137
124.749995,464.9445818,335.0554182
124.8333283,464.8155085,335.1844915
124.9166617,464.685644,335.314356
124.999995,464.5549911,335.4450089
125.0833283,464.4235506,335.5764494
125.1666617,464.2913243,335.7086757
125.249995,464.1583135,335.8416865
125.3333283,464.0245201,335.9754799
125.4166617,463.8899459,336.1100541
125.499995,463.7545925,336.2454075
125.5833283,463.618461,336.381539
125.6666616,463.481554,336.518446
125.749995,463.3438724,336.6561276
125.8333283,463.205418,336.794582
125.9166616,463.0661926,336.9338074
125.999995,462.926198,337.073802
126.0833283,462.7854359,337.2145641
126.1666616,462.6439078,337.3560922
126.249995,462.5016158,337.4983842
126.3333283,462.3585609,337.6414391
126.4166616,462.2147457,337.7852543
126.4999949,462.0701716,337.9298284
126.5833283,461.9248404,338.0751596
126.6666616,461.7787539,338.2212461
126.7499949,461.6319134,338.3680866
126.8333283,461.4843216,338.5156784
126.9166616,461.3359794,338.6640206
126.9999949,461.1868895,338.8131105
127.0833283,461.0370527,338.9629473
127.1666616,460.8864719,339.1135281
127.2499949,460.7351482,339.2648518
127.3333282,460.5830836,339.4169164
127.4166616,460.4302797,339.5697203
127.4999949,460.2767389,339.7232611
127.5833282,460.122463,339.877537
127.6666616,459.9674536,340.0325464
127.7499949,459.8117127,340.1882873
127.8333282,459.655242,340.344758
127.9166616,459.4980442,340.5019558
127.9999949,459.3401201,340.6598799
128.0833282,459.1814721,340.8185279
128.1666615,459.0221028,340.9778972
128.2499949,458.8620132,341.1379868
128.3333282,458.7012054,341.2987946
128.4166615,458.5396817,341.4603183
128.4999949,458.3774438,341.6225562
128.5833282,458.2144941,341.7855059
128.6666615,458.0508344,341.9491656
128.7499949,457.8864663,342.1135337
128.8333282,457.7213922,342.2786078
128.9166615,457.5556138,342.4443862
128.9999948,457.3891334,342.6108666
129.0833282,457.2219533,342.7780467
129.1666615,457.0540747,342.9459253
129.2499948,456.8855004,343.1144996
129.3333282,456.7162325,343.2837675
129.4166615,456.5462725,343.4537275
129.4999948,456.3756226,343.6243774
129.5833282,456.204285,343.795715
129.6666615,456.032262,343.967738
129.7499948,455.8595557,344.1404443
129.8333281,455.6861676,344.3138324
129.9166615,455.5121004,344.4878996
129.9999948,455.3373562,344.6626438
130.0833281,455.1619368,344.8380632
130.1666615,454.9858446,345.0141554
130.2499948,454.8090817,345.1909183
130.3333281,454.6316504,345.3683496
130.4166615,454.4535525,345.5464475
130.4999948,454.2747902,345.7252098
130.5833281,454.0953662,345.9046338
130.6666614,453.9152823,346.0847177
130.7499948,453.7345403,346.2654597
130.8333281,453.5531433,346.4468567
130.9166614,453.3710931,346.6289069
130.9999948,453.1883916,346.8116084
131.0833281,453.0050413,346.9949587
131.1666614,452.8210445,347.1789555
131.2499948,452.6364036,347.3635964
131.3333281,452.4511202,347.5488798
131.4166614,452.2651975,347.7348025
131.4999947,452.0786369,347.9213631
131.5833281,451.8914414,348.1085586
131.6666614,451.7036125,348.2963875
131.7499947,451.5151532,348.4848468
131.8333281,451.3260654,348.6739346
131.9166614,451.1363517,348.8636483
131.9999947,450.946014,349.053986
132.0833281,450.7550549,349.2449451
132.1666614,450.5634767,349.4365233
132.2499947,450.3712815,349.6287185
132.333328,450.1784722,349.8215278
132.4166614,449.9850509,350.0149491
132.4999947,449.7910198,350.2089802
132.583328,449.5963813,350.4036187
132.6666614,449.4011375,350.5988625
132.7499947,449.2052916,350.7947084
132.833328,449.008845,350.991155
132.9166614,448.8118012,351.1881988
132.9999947,448.6141615,351.3858385
133.083328,448.4159291,351.5840709
133.1666613,448.2171058,351.7828942
133.2499947,448.0176947,351.9823053
133.333328,447.8176977,352.1823023
133.4166613,447.6171173,352.3828827
133.4999947,447.4159559,352.5840441
133.583328,447.2142166,352.7857834
133.6666613,447.0119011,352.9880989
133.7499947,446.8090122,353.1909878
133.833328,446.6055526,353.3944474
133.9166613,446.401524,353.598476
133.9999946,446.1969295,353.8030705
134.083328,445.991772,354.008228
134.1666613,445.7860531,354.2139469
134.2499946,445.5797755,354.4202245
134.333328,445.372942,354.627058
134.4166613,445.1655551,354.8344449
134.4999946,444.9576177,355.0423823
134.583328,444.7491315,355.2508685
134.6666613,444.5400992,355.4599008
134.7499946,444.3305239,355.6694761
134.8333279,444.1204079,355.8795921
134.9166613,443.9097538,356.0902462
134.9999946,443.6985639,356.3014361
135.0833279,443.4868409,356.5131591
135.1666613,443.2745875,356.7254125
135.2499946,443.0618063,356.9381937
135.3333279,442.8485,357.1515
135.4166613,442.634671,357.365329
135.4999946,442.4203218,357.5796782
135.5833279,442.2054552,357.7945448
135.6666612,441.9900733,358.0099267
135.7499946,441.7741799,358.2258201
135.8333279,441.5577766,358.4422234
135.9166612,441.3408662,358.6591338
135.9999946,441.1234518,358.8765482
136.0833279,440.9055357,359.0944643
136.1666612,440.6871209,359.3128791
136.2499946,440.4682097,359.5317903
136.3333279,440.2488044,359.7511956
136.4166612,440.0289085,359.9710915
136.4999945,439.8085244,360.1914756
136.5833279,439.5876545,360.4123455
136.6666612,439.3663022,360.6336978
136.7499945,439.1444692,360.8555308
136.8333279,438.9221586,361.0778414
136.9166612,438.6993736,361.3006264
136.9999945,438.4761164,361.5238836
137.0833279,438.2523901,361.7476099
137.1666612,438.028197,361.971803
137.2499945,437.8035398,362.1964602
137.3333278,437.578422,362.421578
137.4166612,437.3528455,362.6471545
137.4999945,437.1268134,362.8731866
137.5833278,436.9003283,363.0996717
137.6666612,436.673393,363.326607
137.7499945,436.4460106,363.5539894
137.8333278,436.2181838,363.7818162
137.9166612,435.9899148,364.0100852
137.9999945,435.7612072,364.2387928
138.0833278,435.5320628,364.4679372
138.1666611,435.3024857,364.6975143
138.2499945,435.0724776,364.9275224
138.3333278,434.8420416,365.1579584
138.4166611,434.6111809,365.3888191
138.4999945,434.3798978,365.6201022
138.5833278,434.1481953,365.8518047
138.6666611,433.9160762,366.0839238
138.7499945,433.6835436,366.3164564
138.8333278,433.4506002,366.5493998
138.9166611,433.2172486,366.7827514
138.9999944,432.9834916,367.0165084
139.0833278,432.7493328,367.2506672
139.1666611,432.5147739,367.4852261
139.2499944,432.2798189,367.7201811
139.3333278,432.0444698,367.9555302
139.4166611,431.8087299,368.1912701
139.4999944,431.5726021,368.4273979
139.5833278,431.3360895,368.6639105
139.6666611,431.0991942,368.9008058
139.7499944,430.8619196,369.1380804
139.8333277,430.6242685,369.3757315
139.9166611,430.3862444,369.6137556
139.9999944,430.1478492,369.8521508
140.0833277,429.9090863,370.0909137
140.1666611,429.6699582,370.3300418
140.2499944,429.4304686,370.5695314
140.3333277,429.1906202,370.8093798
140.4166611,428.9504156,371.0495844
140.4999944,428.7098575,371.2901425
140.5833277,428.4689495,371.5310505
140.666661,428.2276943,371.7723057
140.7499944,427.9860947,372.0139053
140.8333277,427.7441536,372.2558464
140.916661,427.5018739,372.4981261
140.9999944,427.259259,372.740741
141.0833277,427.0163117,372.9836883
141.166661,426.7730348,373.2269652
141.2499944,426.5294312,373.4705688
141.3333277,426.2855041,373.7144959
141.416661,426.0412563,373.9587437
141.4999943,425.7966909,374.2033091
141.5833277,425.5518109,374.4481891
141.666661,425.3066192,374.6933808
141.7499943,425.0611188,374.9388812
141.8333277,424.8153128,375.1846872
141.916661,424.569204,375.430796
141.9999943,424.3227955,375.6772045
142.0833277,424.07609,375.92391
142.166661,423.8290915,376.1709085
142.2499943,423.5818017,376.4181983
142.3333276,423.3342244,376.6657756
142.416661,423.0863626,376.9136374
142.4999943,422.8382194,377.1617806
142.5833276,422.5897971,377.4102029
142.666661,422.3410998,377.6589002
142.7499943,422.0921296,377.9078704
142.8333276,421.8428902,378.1571098
142.916661,421.5933842,378.4066158
142.9999943,421.3436148,378.6563852
143.0833276,421.0935851,378.9064149
143.1666609,420.8432982,379.1567018
143.2499943,420.5927569,379.4072431
143.3333276,420.3419643,379.6580357
143.4166609,420.0909239,379.9090761
143.4999943,419.8396385,380.1603615
143.5833276,419.5881107,380.4118893
143.6666609,419.3363441,380.6636559
143.7499943,419.0843418,380.9156582
143.8333276,418.8321066,381.1678934
143.9166609,418.5796416,381.4203584
143.9999942,418.3269499,381.6730501
144.0833276,418.0740351,381.9259649
144.1666609,417.8208994,382.1791006
144.2499942,417.5675464,382.4324536
144.3333276,417.3139793,382.6860207
144.4166609,417.0602008,382.9397992
144.4999942,416.8062143,383.1937857
144.5833276,416.5520227,383.4479773
144.6666609,416.2976295,383.7023705
144.7499942,416.0430374,383.9569626
144.8333275,415.7882495,384.2117505
144.9166609,415.5332689,384.4667311
144.9999942,415.2780989,384.7219011
145.0833275,415.0227425,384.9772575
145.1666609,414.7672033,385.2327967
145.2499942,414.5114835,385.4885165
145.3333275,414.2555868,385.7444132
145.4166609,413.9995163,386.0004837
145.4999942,413.7432751,386.2567249
145.5833275,413.4868659,386.5131341
145.6666608,413.2302927,386.7697073
145.7499942,412.9735578,387.0264422
145.8333275,412.7166647,387.2833353
145.9166608,412.4596166,387.5403834
145.9999942,412.2024163,387.7975837
146.0833275,411.9450671,388.0549329
146.1666608,411.6875724,388.3124276
146.2499942,411.4299352,388.5700648
146.3333275,411.1721587,388.8278413
146.4166608,410.9142456,389.0857544
146.4999941,410.6561998,389.3438002
146.5833275,410.3980237,389.6019763
146.6666608,410.1397208,389.8602792
146.7499941,409.8812942,390.1187058
146.8333275,409.6227471,390.3772529
146.9166608,409.3640827,390.6359173
146.9999941,409.105304,390.894696
147.0833275,408.8464142,391.1535858
147.1666608,408.5874164,391.4125836
147.2499941,408.3283143,391.6716857
147.3333274,408.06911,391.93089
147.4166608,407.8098076,392.1901924
147.4999941,407.5504102,392.4495898
147.5833274,407.2909206,392.7090794
147.6666608,407.0313418,392.9686582
147.7499941,406.7716774,393.2283226
147.8333274,406.5119301,393.4880699
147.9166608,406.252104,393.747896
147.9999941,405.9922013,394.0077987
148.0833274,405.7322255,394.2677745
148.1666607,405.4721795,394.5278205
148.2499941,405.2120671,394.7879329
148.3333274,404.9518911,395.0481089
148.4166607,404.6916546,395.3083454
148.4999941,404.4313612,395.5686388
148.5833274,404.1710136,395.8289864
148.6666607,403.910615,396.089385
148.7499941,403.6501688,396.3498312
148.8333274,403.3896779,396.6103221
148.9166607,403.1291457,396.8708543
148.999994,402.8685755,397.1314245
149.0833274,402.6079703,397.3920297
149.1666607,402.3473333,397.6526667
149.249994,402.0866676,397.9133324
149.3333274,401.8259764,398.1740236
149.4166607,401.5652633,398.4347367
149.499994,401.3045304,398.6954696
149.5833274,401.0437823,398.9562177
149.6666607,400.7830212,399.2169788
149.749994,400.5222503,399.4777497
149.8333273,400.2614735,399.7385265
149.9166607,400.0006932,399.9993068
149.999994,400.0006932,399.9993068
150.0833273,399.7399133,400.2600867
150.1666607,399.4791361,400.5208639
150.249994,399.2183656,400.7816344
150.3333273,398.9576045,401.0423955
150.4166607,398.6968559,401.3031441
150.499994,398.4361235,401.5638765
150.5833273,398.1754104,401.8245896
150.6666606,397.9147192,402.0852808
150.749994,397.6540535,402.3459465
150.8333273,397.3934165,402.6065835
150.9166606,397.1328109,402.8671891
150.999994,396.8722406,403.1277594
151.0833273,396.6117089,403.3882911
151.1666606,396.351218,403.648782
151.249994,396.0907718,403.9092282
151.3333273,395.8303732,404.1696268
151.4166606,395.5700256,404.4299744
151.4999939,395.3097318,404.6902682
151.5833273,395.0494953,404.9505047
151.6666606,394.7893193,405.2106807
151.7499939,394.5292069,405.4707931
151.8333273,394.2691613,405.7308387
151.9166606,394.0091855,405.9908145
151.9999939,393.7492828,406.2507172
152.0833273,393.4894563,406.5105437
152.1666606,393.2297094,406.7702906
152.2499939,392.9700451,407.0299549
152.3333272,392.7104662,407.2895338
152.4166606,392.4509766,407.5490234
152.4999939,392.1915788,407.8084212
152.5833272,391.9322764,408.0677236
152.6666606,391.6730725,408.3269275
152.7499939,391.4139704,408.5860296
152.8333272,391.1549726,408.8450274
152.9166606,390.8960828,409.1039172
152.9999939,390.6373041,409.3626959
153.0833272,390.3786397,409.6213603
153.1666605,390.1200926,409.8799074
153.2499939,389.861666,410.138334
153.3333272,389.6033631,410.3966369
153.4166605,389.345187,410.654813
153.4999939,389.0871408,410.9128592
153.5833272,388.8292281,411.1707719
153.6666605,388.5714511,411.4285489
153.7499939,388.313814,411.686186
153.8333272,388.0563192,411.9436808
153.9166605,387.7989706,412.2010294
153.9999938,387.5417702,412.4582298
154.0833272,387.2847221,412.7152779
154.1666605,387.0278291,412.9721709
154.2499938,386.7710941,413.2289059
154.3333272,386.5145205,413.4854795
154.4166605,386.2581117,413.7418883
154.4999938,386.0018705,413.9981295
154.5833272,385.7458,414.2542
154.6666605,385.4899033,414.5100967
154.7499938,385.2341836,414.7658164
154.8333271,384.9786439,415.0213561
154.9166605,384.7232879,415.2767121
154.9999938,384.4681179,415.5318821
155.0833271,384.2131373,415.7868627
155.1666605,383.9583494,416.0416506
155.2499938,383.7037573,416.2962427
155.3333271,383.4493636,416.5506364
155.4166605,383.1951725,416.8048275
155.4999938,382.941186,417.058814
155.5833271,382.6874075,417.3125925
155.6666604,382.4338404,417.5661596
155.7499938,382.1804874,417.8195126
155.8333271,381.9273517,418.0726483
155.9166604,381.6744365,418.3255635
155.9999938,381.4217452,418.5782548
156.0833271,381.1692802,418.8307198
156.1666604,380.917045,419.082955
156.2499938,380.6650428,419.3349572
156.3333271,380.4132762,419.5867238
156.4166604,380.1617484,419.8382516
156.4999937,379.9104629,420.0895371
156.5833271,379.6594221,420.3405779
156.6666604,379.4086299,420.5913701
156.7499937,379.1580886,420.8419114
156.8333271,378.9078013,421.0921987
156.9166604,378.6577716,421.3422284
156.9999937,378.4080026,421.5919974
157.0833271,378.1584966,421.8415034
157.1666604,377.9092568,422.0907432
157.2499937,377.660287,422.339713
157.333327,377.4115892,422.5884108
157.4166604,377.1631674,422.8368326
157.4999937,376.9150238,423.0849762
157.583327,376.667162,423.332838
157.6666604,376.4195851,423.5804149
157.7499937,376.1722954,423.8277046
157.833327,375.9252964,424.0747036
157.9166604,375.6785913,424.3214087
157.9999937,375.4321828,424.5678172
158.083327,375.186074,424.813926
158.1666603,374.940268,425.059732
158.2499937,374.6947676,425.3052324
158.333327,374.4495759,425.5504241
158.4166603,374.2046955,425.7953045
158.4999937,373.96013,426.03987
158.583327,373.7158827,426.2841173
158.6666603,373.4719552,426.5280448
158.7499937,373.2283516,426.7716484
158.833327,372.9850751,427.0149249
158.9166603,372.7421274,427.2578726
158.9999936,372.4995125,427.5004875
159.083327,372.2572332,427.7427668
159.1666603,372.0152922,427.9847078
159.2499936,371.7736925,428.2263075
159.333327,371.5324373,428.4675627
159.4166603,371.2915293,428.7084707
159.4999936,371.0509713,428.9490287
159.583327,370.8107667,429.1892333
159.6666603,370.5709178,429.4290822
159.7499936,370.3314282,429.6685718
159.8333269,370.0923005,429.9076995
159.9166603,369.8535376,430.1464624
159.9999936,369.6151425,430.3848575
160.0833269,369.3771178,430.6228822
160.1666603,369.1394668,430.8605332
160.2499936,368.9021926,431.0978074
160.3333269,368.6652973,431.3347027
160.4166603,368.4287843,431.5712157
160.4999936,368.1926564,431.8073436
160.5833269,367.9569166,432.0430834
160.6666602,367.7215679,432.2784321
160.7499936,367.4866125,432.5133875
160.8333269,367.252054,432.747946
160.9166602,367.0178952,432.9821048
160.9999936,366.7841382,433.2158618
161.0833269,366.5507866,433.4492134
161.1666602,366.3178432,433.6821568
161.2499936,366.0853106,433.9146894
161.3333269,365.8531915,434.1468085
161.4166602,365.621489,434.378511
161.4999935,365.3902059,434.6097941
161.5833269,365.1593452,434.8406548
161.6666602,364.9289092,435.0710908
161.7499935,364.6989011,435.3010989
161.8333269,364.4693235,435.5306765
161.9166602,364.2401796,435.7598204
161.9999935,364.011472,435.988528
162.0833269,363.783203,436.216797
162.1666602,363.5553762,436.4446238
162.2499935,363.3279933,436.6720067
162.3333268,363.1010585,436.8989415
162.4166602,362.8745734,437.1254266
162.4999935,362.6485413,437.3514587
162.5833268,362.4229648,437.5770352
162.6666602,362.1978466,437.8021534
162.7499935,361.9731898,438.0268102
162.8333268,361.7489967,438.2510033
162.9166602,361.52527,438.47473
162.9999935,361.3020128,438.6979872
163.0833268,361.0792278,438.9207722
163.1666601,360.8569176,439.1430824
163.2499935,360.6350846,439.3649154
163.3333268,360.4137318,439.5862682
163.4166601,360.192862,439.807138
163.4999935,359.9724778,440.0275222
163.5833268,359.752582,440.247418
163.6666601,359.5331771,440.4668229
163.7499935,359.3142659,440.6857341
163.8333268,359.0958507,440.9041493
163.9166601,358.8779345,441.1220655
163.9999934,358.6605201,441.3394799
164.0833268,358.4436102,441.5563898
164.1666601,358.2272069,441.7727931
164.2499934,358.011313,441.988687
164.3333268,357.7959316,442.2040684
164.4166601,357.581065,442.418935
164.4999934,357.3667158,442.6332842
164.5833268,357.1528868,442.8471132
164.6666601,356.9395801,443.0604199
164.7499934,356.7267989,443.2732011
164.8333267,356.5145455,443.4854545
164.9166601,356.3028229,443.6971771
164.9999934,356.091633,443.908367
165.0833267,355.8809785,444.1190215
165.1666601,355.6708625,444.3291375
165.2499934,355.4612872,444.5387128
165.3333267,355.2522553,444.7477447
165.4166601,355.0437691,444.9562309
165.4999934,354.8358312,445.1641688
165.5833267,354.6284444,445.3715556
165.66666,354.4216113,445.5783887
165.7499934,354.2153338,445.7846662
165.8333267,354.0096148,445.9903852
165.91666,353.8044568,446.1955432
165.9999934,353.5998624,446.4001376
166.0833267,353.3958342,446.6041658
166.16666,353.1923746,446.8076254
166.2499934,352.9894857,447.0105143
166.3333267,352.7871702,447.2128298
166.41666,352.5854305,447.4145695
166.4999933,352.3842695,447.6157305
166.5833267,352.1836892,447.8163108
166.66666,351.9836921,448.0163079
166.7499933,351.784281,448.215719
166.8333267,351.5854577,448.4145423
166.91666,351.3872253,448.6127747
166.9999933,351.1895857,448.8104143
167.0833267,350.9925414,449.0074586
167.16666,350.7960952,449.2039048
167.2499933,350.6002488,449.3997512
167.3333266,350.4050055,449.5949945
167.41666,350.210367,449.789633
167.4999933,350.0163359,449.9836641
167.5833266,349.8229142,450.1770858
167.66666,349.6301048,450.3698952
167.7499933,349.4379101,450.5620899
167.8333266,349.2463319,450.7536681
167.91666,349.0553728,450.9446272
167.9999933,348.8650351,451.1349649
168.0833266,348.6753214,451.3246786
168.1666599,348.4862336,451.5137664
168.2499933,348.2977739,451.7022261
168.3333266,348.1099454,451.8900546
168.4166599,347.9227495,452.0772505
168.4999933,347.7361893,452.2638107
168.5833266,347.5502662,452.4497338
168.6666599,347.3649832,452.6350168
168.7499933,347.1803423,452.8196577
168.8333266,346.9963451,453.0036549
168.9166599,346.8129953,453.1870047
168.9999932,346.6302937,453.3697063
169.0833266,346.4482435,453.5517565
169.1666599,346.2668461,453.7331539
169.2499932,346.0861045,453.9138955
169.3333266,345.9060206,454.0939794
169.4166599,345.7265962,454.2734038
169.4999932,345.5478343,454.4521657
169.5833266,345.3697364,454.6302636
169.6666599,345.1923051,454.8076949
169.7499932,345.0155422,454.9844578
169.8333265,344.83945,455.16055
169.9166599,344.6640307,455.3359693
169.9999932,344.489286,455.510714
170.0833265,344.3152192,455.6847808
170.1666599,344.1418311,455.8581689
170.2499932,343.9691244,456.0308756
170.3333265,343.7971014,456.2028986
170.4166599,343.6257642,456.3742358
170.4999932,343.4551143,456.5448857
170.5833265,343.2851543,456.7148457
170.6666598,343.115886,456.884114
170.7499932,342.9473117,457.0526883
170.8333265,342.7794335,457.2205665
170.9166598,342.6122534,457.3877466
170.9999932,342.445773,457.554227
171.0833265,342.2799946,457.7200054
171.1666598,342.1149205,457.8850795
171.2499932,341.9505524,458.0494476
171.3333265,341.7868927,458.2131073
171.4166598,341.6239425,458.3760575
171.4999931,341.4617047,458.5382953
171.5833265,341.3001814,458.6998186
171.6666598,341.1393736,458.8606264
171.7499931,340.979284,459.020716
171.8333265,340.8199142,459.1800858
171.9166598,340.6612667,459.3387333
171.9999931,340.5033427,459.4966573
172.0833265,340.3461444,459.6538556
172.1666598,340.1896741,459.8103259
172.2499931,340.0339332,459.9660668
172.3333264,339.8789238,460.1210762
172.4166598,339.7246479,460.2753521
172.4999931,339.5711071,460.4288929
172.5833264,339.4183032,460.5816968
172.6666598,339.2662386,460.7337614
172.7499931,339.1149149,460.8850851
172.8333264,338.9643336,461.0356664
172.9166598,338.8144973,461.1855027
172.9999931,338.665407,461.334593
173.0833264,338.5170652,461.4829348
173.1666597,338.369473,461.630527
173.2499931,338.2226329,461.7773671
173.3333264,338.0765464,461.9234536
173.4166597,337.9312152,462.0687848
173.4999931,337.7866406,462.2133594
173.5833264,337.6428255,462.3571745
173.6666597,337.499771,462.500229
173.7499931,337.357479,462.642521
173.8333264,337.2159509,462.7840491
173.9166597,337.0751889,462.9248111
173.999993,336.9351942,463.0648058
174.0833264,336.7959688,463.2040312
174.1666597,336.6575144,463.3424856
174.249993,336.5198328,463.4801672
174.3333264,336.3829254,463.6170746
174.4166597,336.2467943,463.7532057
174.499993,336.1114405,463.8885595
174.5833264,335.9768662,464.0231338
174.6666597,335.8430733,464.1569267
174.749993,335.7100625,464.2899375
174.8333263,335.5778362,464.4221638
174.9166597,335.4463957,464.5536043
174.999993,335.3157423,464.6842577
175.0833263,335.1858783,464.8141217
175.1666597,335.0568051,464.9431949
175.249993,334.9285234,465.0714766
175.3333263,334.801036,465.198964
175.4166597,334.6743439,465.3256561
175.499993,334.5484487,465.4515513
175.5833263,334.4233519,465.5766481
175.6666596,334.2990547,465.7009453
175.749993,334.175559,465.824441
175.8333263,334.0528666,465.9471334
175.9166596,333.9309784,466.0690216
175.999993,333.8098965,466.1901035
176.0833263,333.6896215,466.3103785
176.1666596,333.5701556,466.4298444
176.249993,333.4515001,466.5484999
176.3333263,333.3336564,466.6663436
176.4166596,333.2166258,466.7833742
176.4999929,333.1004097,466.8995903
176.5833263,332.9850098,467.0149902
176.6666596,332.8704275,467.1295725
176.7499929,332.7566637,467.2433363
176.8333263,332.6437207,467.3562793
176.9166596,332.5315993,467.4684007
176.9999929,332.4203004,467.5796996
177.0833263,332.3098263,467.6901737
177.1666596,332.2001779,467.7998221
177.2499929,332.091356,467.908644
177.3333262,331.9833629,468.0166371
177.4166596,331.8761995,468.1238005
177.4999929,331.7698671,468.2301329
177.5833262,331.6643672,468.3356328
177.6666596,331.5597005,468.4402995
177.7499929,331.4558689,468.5441311
177.8333262,331.3528732,468.6471268
177.9166596,331.2507149,468.7492851
177.9999929,331.1493952,468.8506048
178.0833262,331.0489155,468.9510845
178.1666595,330.9492772,469.0507228
178.2499929,330.8504806,469.1495194
178.3333262,330.7525281,469.2474719
178.4166595,330.6554201,469.3445799
178.4999929,330.5591579,469.4408421
178.5833262,330.4637424,469.5362576
178.6666595,330.3691759,469.6308241
178.7499929,330.2754583,469.7245417
178.8333262,330.182591,469.817409
178.9166595,330.0905759,469.9094241
178.9999928,329.9994132,470.0005868
179.0833262,329.9091045,470.0908955
179.1666595,329.819651,470.180349
179.2499928,329.7310532,470.2689468
179.3333262,329.6433128,470.3566872
179.4166595,329.5564308,470.4435692
179.4999928,329.4704077,470.5295923
179.5833262,329.3852451,470.6147549
179.6666595,329.3009441,470.6990559
179.7499928,329.2175054,470.7824946
179.8333261,329.13493,470.86507
179.9166595,329.0532189,470.9467811
179.9999928,328.9723737,471.0276263
180.0833261,328.8923945,471.1076055
180.1666595,328.8132831,471.1867169
180.2499928,328.7350399,471.2649601
180.3333261,328.6576658,471.3423342
180.4166595,328.5811622,471.4188378
180.4999928,328.5055295,471.4944705
180.5833261,328.430769,471.569231
180.6666594,328.3568817,471.6431183
180.7499928,328.2838685,471.7161315
180.8333261,328.2117297,471.7882703
180.9166594,328.1404668,471.8595332
180.9999928,328.0700802,471.9299198
181.0833261,328.0005716,471.9994284
181.1666594,327.9319407,472.0680593
181.2499928,327.8641892,472.1358108
181.3333261,327.7973176,472.2026824
181.4166594,327.7313268,472.2686732
181.4999927,327.6662176,472.3337824
181.5833261,327.6019905,472.3980095
181.6666594,327.5386469,472.4613531
181.7499927,327.4761868,472.5238132
181.8333261,327.4146118,472.5853882
181.9166594,327.3539217,472.6460783
181.9999927,327.2941182,472.7058818
182.0833261,327.2352013,472.7647987
182.1666594,327.1771723,472.8228277
182.2499927,327.1200317,472.8799683
182.333326,327.0637799,472.9362201
182.4166594,327.0084174,472.9915826
182.4999927,326.953946,473.046054
182.583326,326.9003652,473.0996348
182.6666594,326.8476764,473.1523236
182.7499927,326.7958795,473.2041205
182.833326,326.7449759,473.2550241
182.9166594,326.6949657,473.3050343
182.9999927,326.6458497,473.3541503
183.083326,326.5976287,473.4023713
183.1666593,326.5503029,473.4496971
183.2499927,326.5038735,473.4961265
183.333326,326.4583402,473.5416598
183.4166593,326.4137041,473.5862959
183.4999927,326.3699654,473.6300346
183.583326,326.327125,473.672875
183.6666593,326.2851837,473.7148163
183.7499927,326.2441411,473.7558589
183.833326,326.2039985,473.7960015
183.9166593,326.1647559,473.8352441
183.9999926,326.1264138,473.8735862
184.083326,326.0889731,473.9110269
184.1666593,326.0524342,473.9475658
184.2499926,326.0167967,473.9832033
184.333326,325.9820624,474.0179376
184.4166593,325.9482303,474.0517697
184.4999926,325.9153019,474.0846981
184.583326,325.8832775,474.1167225
184.6666593,325.8521567,474.1478433
184.7499926,325.8219405,474.1780595
184.8333259,325.7926292,474.2073708
184.9166593,325.7642233,474.2357767
184.9999926,325.7367228,474.2632772
185.0833259,325.7101282,474.2898718
185.1666593,325.6844394,474.3155606
185.2499926,325.6596579,474.3403421
185.3333259,325.6357826,474.3642174
185.4166593,325.6128145,474.3871855
185.4999926,325.5907541,474.4092459
185.5833259,325.5696013,474.4303987
185.6666592,325.5493562,474.4506438
185.7499926,325.5300196,474.4699804
185.8333259,325.5115912,474.4884088
185.9166592,325.4940712,474.5059288
185.9999926,325.4774607,474.5225393
186.0833259,325.4617588,474.5382412
186.1666592,325.4469663,474.5530337
186.2499926,325.4330832,474.5669168
186.3333259,325.4201096,474.5798904
186.4166592,325.4080454,474.5919546
186.4999925,325.3968915,474.6031085
186.5833259,325.386648,474.613352
186.6666592,325.3773139,474.6226861
